PASO DISCRETIZACION,GRADIENTE DE PRESION,VISCOSIDAD,Y,V
0.01,-98.4375,0.95,0.01,0.04973684210526316
0.01,-98.4375,0.95,0.02,0.08842105263157896
0.01,-98.4375,0.95,0.03,0.11605263157894738
0.01,-98.4375,0.95,0.04,0.13263157894736843
0.01,-98.4375,0.95,0.05,0.13815789473684212
0.01,-98.4375,0.95,0.060000000000000005,0.13263157894736843
0.01,-98.4375,0.95,0.07,0.11605263157894738
0.01,-98.4375,0.95,0.08,0.08842105263157896
0.01,-98.4375,0.95,0.09,0.04973684210526316
0.005,-98.4375,0.95,0.005,0.02625
0.005,-98.4375,0.95,0.01,0.049736842105263156
0.005,-98.4375,0.95,0.015,0.07046052631578947
0.005,-98.4375,0.95,0.02,0.08842105263157896
0.005,-98.4375,0.95,0.025,0.10361842105263158
0.005,-98.4375,0.95,0.030000000000000002,0.11605263157894737
0.005,-98.4375,0.95,0.035,0.1257236842105263
0.005,-98.4375,0.95,0.04,0.1326315789473684
0.005,-98.4375,0.95,0.045,0.13677631578947366
0.005,-98.4375,0.95,0.049999999999999996,0.1381578947368421
0.005,-98.4375,0.95,0.05499999999999999,0.13677631578947366
0.005,-98.4375,0.95,0.05999999999999999,0.1326315789473684
0.005,-98.4375,0.95,0.06499999999999999,0.12572368421052632
0.005,-98.4375,0.95,0.06999999999999999,0.11605263157894737
0.005,-98.4375,0.95,0.075,0.10361842105263158
0.005,-98.4375,0.95,0.08,0.08842105263157896
0.005,-98.4375,0.95,0.085,0.07046052631578949
0.005,-98.4375,0.95,0.09000000000000001,0.04973684210526316
0.005,-98.4375,0.95,0.09500000000000001,0.026250000000000002
0.025,-105.0,0.95,0.025,0.10361842105263158
0.025,-105.0,0.95,0.05,0.13815789473684212
0.025,-105.0,0.95,0.07500000000000001,0.10361842105263158
0.01,-105.0,0.95,0.01,0.04973684210526316
0.01,-105.0,0.95,0.02,0.08842105263157896
0.01,-105.0,0.95,0.03,0.11605263157894738
0.01,-105.0,0.95,0.04,0.13263157894736843
0.01,-105.0,0.95,0.05,0.13815789473684212
0.01,-105.0,0.95,0.060000000000000005,0.13263157894736843
0.01,-105.0,0.95,0.07,0.11605263157894738
0.01,-105.0,0.95,0.08,0.08842105263157896
0.01,-105.0,0.95,0.09,0.04973684210526316
0.005,-105.0,0.95,0.005,0.02625
0.005,-105.0,0.95,0.01,0.049736842105263156
0.005,-105.0,0.95,0.015,0.07046052631578947
0.005,-105.0,0.95,0.02,0.08842105263157896
0.005,-105.0,0.95,0.025,0.10361842105263158
0.005,-105.0,0.95,0.030000000000000002,0.11605263157894737
0.005,-105.0,0.95,0.035,0.1257236842105263
0.005,-105.0,0.95,0.04,0.1326315789473684
0.005,-105.0,0.95,0.045,0.13677631578947366
0.005,-105.0,0.95,0.049999999999999996,0.1381578947368421
0.005,-105.0,0.95,0.05499999999999999,0.13677631578947366
0.005,-105.0,0.95,0.05999999999999999,0.1326315789473684
0.005,-105.0,0.95,0.06499999999999999,0.12572368421052632
0.005,-105.0,0.95,0.06999999999999999,0.11605263157894737
0.005,-105.0,0.95,0.075,0.10361842105263158
0.005,-105.0,0.95,0.08,0.08842105263157896
0.005,-105.0,0.95,0.085,0.07046052631578949
0.005,-105.0,0.95,0.09000000000000001,0.04973684210526316
0.005,-105.0,0.95,0.09500000000000001,0.026250000000000002
0.025,-111.5625,0.95,0.025,0.10361842105263158
0.025,-111.5625,0.95,0.05,0.13815789473684212
0.025,-111.5625,0.95,0.07500000000000001,0.10361842105263158
0.01,-111.5625,0.95,0.01,0.04973684210526316
0.01,-111.5625,0.95,0.02,0.08842105263157896
0.01,-111.5625,0.95,0.03,0.11605263157894738
0.01,-111.5625,0.95,0.04,0.13263157894736843
0.01,-111.5625,0.95,0.05,0.13815789473684212
0.01,-111.5625,0.95,0.060000000000000005,0.13263157894736843
0.01,-111.5625,0.95,0.07,0.11605263157894738
0.01,-111.5625,0.95,0.08,0.08842105263157896
0.01,-111.5625,0.95,0.09,0.04973684210526316
0.005,-111.5625,0.95,0.005,0.02625
0.005,-111.5625,0.95,0.01,0.049736842105263156
0.005,-111.5625,0.95,0.015,0.07046052631578947
0.005,-111.5625,0.95,0.02,0.08842105263157896
0.005,-111.5625,0.95,0.025,0.10361842105263158
0.005,-111.5625,0.95,0.030000000000000002,0.11605263157894737
0.005,-111.5625,0.95,0.035,0.1257236842105263
0.005,-111.5625,0.95,0.04,0.1326315789473684
0.005,-111.5625,0.95,0.045,0.13677631578947366
0.005,-111.5625,0.95,0.049999999999999996,0.1381578947368421
0.005,-111.5625,0.95,0.05499999999999999,0.13677631578947366
0.005,-111.5625,0.95,0.05999999999999999,0.1326315789473684
0.005,-111.5625,0.95,0.06499999999999999,0.12572368421052632
0.005,-111.5625,0.95,0.06999999999999999,0.11605263157894737
0.005,-111.5625,0.95,0.075,0.10361842105263158
0.005,-111.5625,0.95,0.08,0.08842105263157896
0.005,-111.5625,0.95,0.085,0.07046052631578949
0.005,-111.5625,0.95,0.09000000000000001,0.04973684210526316
0.005,-111.5625,0.95,0.09500000000000001,0.026250000000000002
0.025,-118.125,0.95,0.025,0.10361842105263158
0.025,-118.125,0.95,0.05,0.13815789473684212
0.025,-118.125,0.95,0.07500000000000001,0.10361842105263158
0.01,-118.125,0.95,0.01,0.04973684210526316
0.01,-118.125,0.95,0.02,0.08842105263157896
0.01,-118.125,0.95,0.03,0.11605263157894738
0.01,-118.125,0.95,0.04,0.13263157894736843
0.01,-118.125,0.95,0.05,0.13815789473684212
0.01,-118.125,0.95,0.060000000000000005,0.13263157894736843
0.01,-118.125,0.95,0.07,0.11605263157894738
0.01,-118.125,0.95,0.08,0.08842105263157896
0.01,-118.125,0.95,0.09,0.04973684210526316
0.005,-118.125,0.95,0.005,0.02625
0.005,-118.125,0.95,0.01,0.049736842105263156
0.005,-118.125,0.95,0.015,0.07046052631578947
0.005,-118.125,0.95,0.02,0.08842105263157896
0.005,-118.125,0.95,0.025,0.10361842105263158
0.005,-118.125,0.95,0.030000000000000002,0.11605263157894737
0.005,-118.125,0.95,0.035,0.1257236842105263
0.005,-118.125,0.95,0.04,0.1326315789473684
0.005,-118.125,0.95,0.045,0.13677631578947366
0.005,-118.125,0.95,0.049999999999999996,0.1381578947368421
0.005,-118.125,0.95,0.05499999999999999,0.13677631578947366
0.005,-118.125,0.95,0.05999999999999999,0.1326315789473684
0.005,-118.125,0.95,0.06499999999999999,0.12572368421052632
0.005,-118.125,0.95,0.06999999999999999,0.11605263157894737
0.005,-118.125,0.95,0.075,0.10361842105263158
0.005,-118.125,0.95,0.08,0.08842105263157896
0.005,-118.125,0.95,0.085,0.07046052631578949
0.005,-118.125,0.95,0.09000000000000001,0.04973684210526316
0.005,-118.125,0.95,0.09500000000000001,0.026250000000000002
0.025,-124.6875,0.95,0.025,0.10361842105263158
0.025,-124.6875,0.95,0.05,0.13815789473684212
0.025,-124.6875,0.95,0.07500000000000001,0.10361842105263158
0.01,-124.6875,0.95,0.01,0.04973684210526316
0.01,-124.6875,0.95,0.02,0.08842105263157896
0.01,-124.6875,0.95,0.03,0.11605263157894738
0.01,-124.6875,0.95,0.04,0.13263157894736843
0.01,-124.6875,0.95,0.05,0.13815789473684212
0.01,-124.6875,0.95,0.060000000000000005,0.13263157894736843
0.01,-124.6875,0.95,0.07,0.11605263157894738
0.01,-124.6875,0.95,0.08,0.08842105263157896
0.01,-124.6875,0.95,0.09,0.04973684210526316
0.005,-124.6875,0.95,0.005,0.02625
0.005,-124.6875,0.95,0.01,0.049736842105263156
0.005,-124.6875,0.95,0.015,0.07046052631578947
0.005,-124.6875,0.95,0.02,0.08842105263157896
0.005,-124.6875,0.95,0.025,0.10361842105263158
0.005,-124.6875,0.95,0.030000000000000002,0.11605263157894737
0.005,-124.6875,0.95,0.035,0.1257236842105263
0.005,-124.6875,0.95,0.04,0.1326315789473684
0.005,-124.6875,0.95,0.045,0.13677631578947366
0.005,-124.6875,0.95,0.049999999999999996,0.1381578947368421
0.005,-124.6875,0.95,0.05499999999999999,0.13677631578947366
0.005,-124.6875,0.95,0.05999999999999999,0.1326315789473684
0.005,-124.6875,0.95,0.06499999999999999,0.12572368421052632
0.005,-124.6875,0.95,0.06999999999999999,0.11605263157894737
0.005,-124.6875,0.95,0.075,0.10361842105263158
0.005,-124.6875,0.95,0.08,0.08842105263157896
0.005,-124.6875,0.95,0.085,0.07046052631578949
0.005,-124.6875,0.95,0.09000000000000001,0.04973684210526316
0.005,-124.6875,0.95,0.09500000000000001,0.026250000000000002
0.025,-131.25,0.95,0.025,0.10361842105263158
0.025,-131.25,0.95,0.05,0.13815789473684212
0.025,-131.25,0.95,0.07500000000000001,0.10361842105263158
0.01,-131.25,0.95,0.01,0.04973684210526316
0.01,-131.25,0.95,0.02,0.08842105263157896
0.01,-131.25,0.95,0.03,0.11605263157894738
0.01,-131.25,0.95,0.04,0.13263157894736843
0.01,-131.25,0.95,0.05,0.13815789473684212
0.01,-131.25,0.95,0.060000000000000005,0.13263157894736843
0.01,-131.25,0.95,0.07,0.11605263157894738
0.01,-131.25,0.95,0.08,0.08842105263157896
0.01,-131.25,0.95,0.09,0.04973684210526316
0.005,-131.25,0.95,0.005,0.02625
0.005,-131.25,0.95,0.01,0.049736842105263156
0.005,-131.25,0.95,0.015,0.07046052631578947
0.005,-131.25,0.95,0.02,0.08842105263157896
0.005,-131.25,0.95,0.025,0.10361842105263158
0.005,-131.25,0.95,0.030000000000000002,0.11605263157894737
0.005,-131.25,0.95,0.035,0.1257236842105263
0.005,-131.25,0.95,0.04,0.1326315789473684
0.005,-131.25,0.95,0.045,0.13677631578947366
0.005,-131.25,0.95,0.049999999999999996,0.1381578947368421
0.005,-131.25,0.95,0.05499999999999999,0.13677631578947366
0.005,-131.25,0.95,0.05999999999999999,0.1326315789473684
0.005,-131.25,0.95,0.06499999999999999,0.12572368421052632
0.005,-131.25,0.95,0.06999999999999999,0.11605263157894737
0.005,-131.25,0.95,0.075,0.10361842105263158
0.005,-131.25,0.95,0.08,0.08842105263157896
0.005,-131.25,0.95,0.085,0.07046052631578949
0.005,-131.25,0.95,0.09000000000000001,0.04973684210526316
0.005,-131.25,0.95,0.09500000000000001,0.026250000000000002
0.025,-105,0.05937499999999999,0.025,0.10361842105263158
0.025,-105,0.05937499999999999,0.05,0.13815789473684212
0.025,-105,0.05937499999999999,0.07500000000000001,0.10361842105263158
0.01,-105,0.05937499999999999,0.01,0.04973684210526316
0.01,-105,0.05937499999999999,0.02,0.08842105263157896
0.01,-105,0.05937499999999999,0.03,0.11605263157894738
0.01,-105,0.05937499999999999,0.04,0.13263157894736843
0.01,-105,0.05937499999999999,0.05,0.13815789473684212
0.01,-105,0.05937499999999999,0.060000000000000005,0.13263157894736843
0.01,-105,0.05937499999999999,0.07,0.11605263157894738
0.01,-105,0.05937499999999999,0.08,0.08842105263157896
0.01,-105,0.05937499999999999,0.09,0.04973684210526316
0.005,-105,0.05937499999999999,0.005,0.02625
0.005,-105,0.05937499999999999,0.01,0.049736842105263156
0.005,-105,0.05937499999999999,0.015,0.07046052631578947
0.005,-105,0.05937499999999999,0.02,0.08842105263157896
0.005,-105,0.05937499999999999,0.025,0.10361842105263158
0.005,-105,0.05937499999999999,0.030000000000000002,0.11605263157894737
0.005,-105,0.05937499999999999,0.035,0.1257236842105263
0.005,-105,0.05937499999999999,0.04,0.1326315789473684
0.005,-105,0.05937499999999999,0.045,0.13677631578947366
0.005,-105,0.05937499999999999,0.049999999999999996,0.1381578947368421
0.005,-105,0.05937499999999999,0.05499999999999999,0.13677631578947366
0.005,-105,0.05937499999999999,0.05999999999999999,0.1326315789473684
0.005,-105,0.05937499999999999,0.06499999999999999,0.12572368421052632
0.005,-105,0.05937499999999999,0.06999999999999999,0.11605263157894737
0.005,-105,0.05937499999999999,0.075,0.10361842105263158
0.005,-105,0.05937499999999999,0.08,0.08842105263157896
0.005,-105,0.05937499999999999,0.085,0.07046052631578949
0.005,-105,0.05937499999999999,0.09000000000000001,0.04973684210526316
0.005,-105,0.05937499999999999,0.09500000000000001,0.026250000000000002
0.025,-105,0.11874999999999998,0.025,0.10361842105263158
0.025,-105,0.11874999999999998,0.05,0.13815789473684212
0.025,-105,0.11874999999999998,0.07500000000000001,0.10361842105263158
0.01,-105,0.11874999999999998,0.01,0.04973684210526316
0.01,-105,0.11874999999999998,0.02,0.08842105263157896
0.01,-105,0.11874999999999998,0.03,0.11605263157894738
0.01,-105,0.11874999999999998,0.04,0.13263157894736843
0.01,-105,0.11874999999999998,0.05,0.13815789473684212
0.01,-105,0.11874999999999998,0.060000000000000005,0.13263157894736843
0.01,-105,0.11874999999999998,0.07,0.11605263157894738
0.01,-105,0.11874999999999998,0.08,0.08842105263157896
0.01,-105,0.11874999999999998,0.09,0.04973684210526316
0.005,-105,0.11874999999999998,0.005,0.02625
0.005,-105,0.11874999999999998,0.01,0.049736842105263156
0.005,-105,0.11874999999999998,0.015,0.07046052631578947
0.005,-105,0.11874999999999998,0.02,0.08842105263157896
0.005,-105,0.11874999999999998,0.025,0.10361842105263158
0.005,-105,0.11874999999999998,0.030000000000000002,0.11605263157894737
0.005,-105,0.11874999999999998,0.035,0.1257236842105263
0.005,-105,0.11874999999999998,0.04,0.1326315789473684
0.005,-105,0.11874999999999998,0.045,0.13677631578947366
0.005,-105,0.11874999999999998,0.049999999999999996,0.1381578947368421
0.005,-105,0.11874999999999998,0.05499999999999999,0.13677631578947366
0.005,-105,0.11874999999999998,0.05999999999999999,0.1326315789473684
0.005,-105,0.11874999999999998,0.06499999999999999,0.12572368421052632
0.005,-105,0.11874999999999998,0.06999999999999999,0.11605263157894737
0.005,-105,0.11874999999999998,0.075,0.10361842105263158
0.005,-105,0.11874999999999998,0.08,0.08842105263157896
0.005,-105,0.11874999999999998,0.085,0.07046052631578949
0.005,-105,0.11874999999999998,0.09000000000000001,0.04973684210526316
0.005,-105,0.11874999999999998,0.09500000000000001,0.026250000000000002
0.025,-105,0.17812499999999998,0.025,0.10361842105263158
0.025,-105,0.17812499999999998,0.05,0.13815789473684212
0.025,-105,0.17812499999999998,0.07500000000000001,0.10361842105263158
0.01,-105,0.17812499999999998,0.01,0.04973684210526316
0.01,-105,0.17812499999999998,0.02,0.08842105263157896
0.01,-105,0.17812499999999998,0.03,0.11605263157894738
0.01,-105,0.17812499999999998,0.04,0.13263157894736843
0.01,-105,0.17812499999999998,0.05,0.13815789473684212
0.01,-105,0.17812499999999998,0.060000000000000005,0.13263157894736843
0.01,-105,0.17812499999999998,0.07,0.11605263157894738
0.01,-105,0.17812499999999998,0.08,0.08842105263157896
0.01,-105,0.17812499999999998,0.09,0.04973684210526316
0.005,-105,0.17812499999999998,0.005,0.02625
0.005,-105,0.17812499999999998,0.01,0.049736842105263156
0.005,-105,0.17812499999999998,0.015,0.07046052631578947
0.005,-105,0.17812499999999998,0.02,0.08842105263157896
0.005,-105,0.17812499999999998,0.025,0.10361842105263158
0.005,-105,0.17812499999999998,0.030000000000000002,0.11605263157894737
0.005,-105,0.17812499999999998,0.035,0.1257236842105263
0.005,-105,0.17812499999999998,0.04,0.1326315789473684
0.005,-105,0.17812499999999998,0.045,0.13677631578947366
0.005,-105,0.17812499999999998,0.049999999999999996,0.1381578947368421
0.005,-105,0.17812499999999998,0.05499999999999999,0.13677631578947366
0.005,-105,0.17812499999999998,0.05999999999999999,0.1326315789473684
0.005,-105,0.17812499999999998,0.06499999999999999,0.12572368421052632
0.005,-105,0.17812499999999998,0.06999999999999999,0.11605263157894737
0.005,-105,0.17812499999999998,0.075,0.10361842105263158
0.005,-105,0.17812499999999998,0.08,0.08842105263157896
0.005,-105,0.17812499999999998,0.085,0.07046052631578949
0.005,-105,0.17812499999999998,0.09000000000000001,0.04973684210526316
0.005,-105,0.17812499999999998,0.09500000000000001,0.026250000000000002
0.025,-105,0.23749999999999996,0.025,0.10361842105263158
0.025,-105,0.23749999999999996,0.05,0.13815789473684212
0.025,-105,0.23749999999999996,0.07500000000000001,0.10361842105263158
0.01,-105,0.23749999999999996,0.01,0.04973684210526316
0.01,-105,0.23749999999999996,0.02,0.08842105263157896
0.01,-105,0.23749999999999996,0.03,0.11605263157894738
0.01,-105,0.23749999999999996,0.04,0.13263157894736843
0.01,-105,0.23749999999999996,0.05,0.13815789473684212
0.01,-105,0.23749999999999996,0.060000000000000005,0.13263157894736843
0.01,-105,0.23749999999999996,0.07,0.11605263157894738
0.01,-105,0.23749999999999996,0.08,0.08842105263157896
0.01,-105,0.23749999999999996,0.09,0.04973684210526316
0.005,-105,0.23749999999999996,0.005,0.02625
0.005,-105,0.23749999999999996,0.01,0.049736842105263156
0.005,-105,0.23749999999999996,0.015,0.07046052631578947
0.005,-105,0.23749999999999996,0.02,0.08842105263157896
0.005,-105,0.23749999999999996,0.025,0.10361842105263158
0.005,-105,0.23749999999999996,0.030000000000000002,0.11605263157894737
0.005,-105,0.23749999999999996,0.035,0.1257236842105263
0.005,-105,0.23749999999999996,0.04,0.1326315789473684
0.005,-105,0.23749999999999996,0.045,0.13677631578947366
0.005,-105,0.23749999999999996,0.049999999999999996,0.1381578947368421
0.005,-105,0.23749999999999996,0.05499999999999999,0.13677631578947366
0.005,-105,0.23749999999999996,0.05999999999999999,0.1326315789473684
0.005,-105,0.23749999999999996,0.06499999999999999,0.12572368421052632
0.005,-105,0.23749999999999996,0.06999999999999999,0.11605263157894737
0.005,-105,0.23749999999999996,0.075,0.10361842105263158
0.005,-105,0.23749999999999996,0.08,0.08842105263157896
0.005,-105,0.23749999999999996,0.085,0.07046052631578949
0.005,-105,0.23749999999999996,0.09000000000000001,0.04973684210526316
0.005,-105,0.23749999999999996,0.09500000000000001,0.026250000000000002
0.025,-105,0.29687499999999994,0.025,0.10361842105263158
0.025,-105,0.29687499999999994,0.05,0.13815789473684212
0.025,-105,0.29687499999999994,0.07500000000000001,0.10361842105263158
0.01,-105,0.29687499999999994,0.01,0.04973684210526316
0.01,-105,0.29687499999999994,0.02,0.08842105263157896
0.01,-105,0.29687499999999994,0.03,0.11605263157894738
0.01,-105,0.29687499999999994,0.04,0.13263157894736843
0.01,-105,0.29687499999999994,0.05,0.13815789473684212
0.01,-105,0.29687499999999994,0.060000000000000005,0.13263157894736843
0.01,-105,0.29687499999999994,0.07,0.11605263157894738
0.01,-105,0.29687499999999994,0.08,0.08842105263157896
0.01,-105,0.29687499999999994,0.09,0.04973684210526316
0.005,-105,0.29687499999999994,0.005,0.02625
0.005,-105,0.29687499999999994,0.01,0.049736842105263156
0.005,-105,0.29687499999999994,0.015,0.07046052631578947
0.005,-105,0.29687499999999994,0.02,0.08842105263157896
0.005,-105,0.29687499999999994,0.025,0.10361842105263158
0.005,-105,0.29687499999999994,0.030000000000000002,0.11605263157894737
0.005,-105,0.29687499999999994,0.035,0.1257236842105263
0.005,-105,0.29687499999999994,0.04,0.1326315789473684
0.005,-105,0.29687499999999994,0.045,0.13677631578947366
0.005,-105,0.29687499999999994,0.049999999999999996,0.1381578947368421
0.005,-105,0.29687499999999994,0.05499999999999999,0.13677631578947366
0.005,-105,0.29687499999999994,0.05999999999999999,0.1326315789473684
0.005,-105,0.29687499999999994,0.06499999999999999,0.12572368421052632
0.005,-105,0.29687499999999994,0.06999999999999999,0.11605263157894737
0.005,-105,0.29687499999999994,0.075,0.10361842105263158
0.005,-105,0.29687499999999994,0.08,0.08842105263157896
0.005,-105,0.29687499999999994,0.085,0.07046052631578949
0.005,-105,0.29687499999999994,0.09000000000000001,0.04973684210526316
0.005,-105,0.29687499999999994,0.09500000000000001,0.026250000000000002
0.025,-105,0.35624999999999996,0.025,0.10361842105263158
0.025,-105,0.35624999999999996,0.05,0.13815789473684212
0.025,-105,0.35624999999999996,0.07500000000000001,0.10361842105263158
0.01,-105,0.35624999999999996,0.01,0.04973684210526316
0.01,-105,0.35624999999999996,0.02,0.08842105263157896
0.01,-105,0.35624999999999996,0.03,0.11605263157894738
0.01,-105,0.35624999999999996,0.04,0.13263157894736843
0.01,-105,0.35624999999999996,0.05,0.13815789473684212
0.01,-105,0.35624999999999996,0.060000000000000005,0.13263157894736843
0.01,-105,0.35624999999999996,0.07,0.11605263157894738
0.01,-105,0.35624999999999996,0.08,0.08842105263157896
0.01,-105,0.35624999999999996,0.09,0.04973684210526316
0.005,-105,0.35624999999999996,0.005,0.02625
0.005,-105,0.35624999999999996,0.01,0.049736842105263156
0.005,-105,0.35624999999999996,0.015,0.07046052631578947
0.005,-105,0.35624999999999996,0.02,0.08842105263157896
0.005,-105,0.35624999999999996,0.025,0.10361842105263158
0.005,-105,0.35624999999999996,0.030000000000000002,0.11605263157894737
0.005,-105,0.35624999999999996,0.035,0.1257236842105263
0.005,-105,0.35624999999999996,0.04,0.1326315789473684
0.005,-105,0.35624999999999996,0.045,0.13677631578947366
0.005,-105,0.35624999999999996,0.049999999999999996,0.1381578947368421
0.005,-105,0.35624999999999996,0.05499999999999999,0.13677631578947366
0.005,-105,0.35624999999999996,0.05999999999999999,0.1326315789473684
0.005,-105,0.35624999999999996,0.06499999999999999,0.12572368421052632
0.005,-105,0.35624999999999996,0.06999999999999999,0.11605263157894737
0.005,-105,0.35624999999999996,0.075,0.10361842105263158
0.005,-105,0.35624999999999996,0.08,0.08842105263157896
0.005,-105,0.35624999999999996,0.085,0.07046052631578949
0.005,-105,0.35624999999999996,0.09000000000000001,0.04973684210526316
0.005,-105,0.35624999999999996,0.09500000000000001,0.026250000000000002
0.025,-105,0.41562499999999997,0.025,0.10361842105263158
0.025,-105,0.41562499999999997,0.05,0.13815789473684212
0.025,-105,0.41562499999999997,0.07500000000000001,0.10361842105263158
0.01,-105,0.41562499999999997,0.01,0.04973684210526316
0.01,-105,0.41562499999999997,0.02,0.08842105263157896
0.01,-105,0.41562499999999997,0.03,0.11605263157894738
0.01,-105,0.41562499999999997,0.04,0.13263157894736843
0.01,-105,0.41562499999999997,0.05,0.13815789473684212
0.01,-105,0.41562499999999997,0.060000000000000005,0.13263157894736843
0.01,-105,0.41562499999999997,0.07,0.11605263157894738
0.01,-105,0.41562499999999997,0.08,0.08842105263157896
0.01,-105,0.41562499999999997,0.09,0.04973684210526316
0.005,-105,0.41562499999999997,0.005,0.02625
0.005,-105,0.41562499999999997,0.01,0.049736842105263156
0.005,-105,0.41562499999999997,0.015,0.07046052631578947
0.005,-105,0.41562499999999997,0.02,0.08842105263157896
0.005,-105,0.41562499999999997,0.025,0.10361842105263158
0.005,-105,0.41562499999999997,0.030000000000000002,0.11605263157894737
0.005,-105,0.41562499999999997,0.035,0.1257236842105263
0.005,-105,0.41562499999999997,0.04,0.1326315789473684
0.005,-105,0.41562499999999997,0.045,0.13677631578947366
0.005,-105,0.41562499999999997,0.049999999999999996,0.1381578947368421
0.005,-105,0.41562499999999997,0.05499999999999999,0.13677631578947366
0.005,-105,0.41562499999999997,0.05999999999999999,0.1326315789473684
0.005,-105,0.41562499999999997,0.06499999999999999,0.12572368421052632
0.005,-105,0.41562499999999997,0.06999999999999999,0.11605263157894737
0.005,-105,0.41562499999999997,0.075,0.10361842105263158
0.005,-105,0.41562499999999997,0.08,0.08842105263157896
0.005,-105,0.41562499999999997,0.085,0.07046052631578949
0.005,-105,0.41562499999999997,0.09000000000000001,0.04973684210526316
0.005,-105,0.41562499999999997,0.09500000000000001,0.026250000000000002
0.025,-105,0.475,0.025,0.10361842105263158
0.025,-105,0.475,0.05,0.13815789473684212
0.025,-105,0.475,0.07500000000000001,0.10361842105263158
0.01,-105,0.475,0.01,0.04973684210526316
0.01,-105,0.475,0.02,0.08842105263157896
0.01,-105,0.475,0.03,0.11605263157894738
0.01,-105,0.475,0.04,0.13263157894736843
0.01,-105,0.475,0.05,0.13815789473684212
0.01,-105,0.475,0.060000000000000005,0.13263157894736843
0.01,-105,0.475,0.07,0.11605263157894738
0.01,-105,0.475,0.08,0.08842105263157896
0.01,-105,0.475,0.09,0.04973684210526316
0.005,-105,0.475,0.005,0.02625
0.005,-105,0.475,0.01,0.049736842105263156
0.005,-105,0.475,0.015,0.07046052631578947
